UserID,HasUserChurned,TotalCharges,MonthlyCharges,ContractType,PaymentMethod,Gender,AgeOver30,IsMarried,HasChildren,MonthsTenure,HasPhoneLine,HasMultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
arphk4011,No,1411.35,50.35,Month-to-month,Mailed check,Male,0,No,No,27,Yes,No,DSL,Yes,No,No,No,No,No
arqet8807,No,1677.85,40.35,Month-to-month,Electronic check,Female,0,No,No,41,No,No phone service,DSL,No,Yes,No,No,No,Yes
arsvr2323,No,7321.05,111.05,Two year,Electronic check,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
arvmx0471,No,6312.9,104.85,One year,Electronic check,Female,1,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
arzlg2923,No, ,19.7,One year,Mailed check,Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
asbga1268,Yes,1375.15,85.35,Month-to-month,Credit card (automatic),Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
aseju7576,No,3187.65,74.7,One year,Credit card (automatic),Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes
asgma4735,Yes,2515.3,98.35,Month-to-month,Electronic check,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
ashzj5849,No,552.9,20.05,One year,Credit card (automatic),Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
askvu0557,No,957.1,54.4,One year,Credit card (automatic),Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No
aspwa5834,Yes,75.45,75.45,Month-to-month,Electronic check,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No
asufo8699,Yes,527.9,74.4,Month-to-month,Mailed check,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No
asvvy2580,No,1593.1,45.4,Two year,Electronic check,Female,0,Yes,No,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No
asznz5387,No,4174.35,63.85,One year,Credit card (automatic),Female,1,No,No,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
atfas8033,No,2341.5,59.85,Month-to-month,Mailed check,Female,0,Yes,Yes,39,Yes,No,DSL,No,No,Yes,No,Yes,No
atfgb0616,Yes,25.05,25.05,Month-to-month,Electronic check,Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No
atkgb1307,No,2187.15,89.55,Month-to-month,Electronic check,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
atmlk6212,No,4729.75,95.7,Month-to-month,Electronic check,Female,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
atnfv4086,No,2042.05,60.8,One year,Mailed check,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No
atqqs7481,Yes,4515.85,90.85,Month-to-month,Credit card (automatic),Female,1,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
atrfs9967,No,367.55,19.9,Month-to-month,Mailed check,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
atywd3269,Yes,3759.05,95.65,Month-to-month,Bank transfer (automatic),Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
atzsq2580,No,3874.1,61.35,One year,Bank transfer (automatic),Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No
atzyv3026,No,2658.8,75.1,One year,Bank transfer (automatic),Female,0,Yes,Yes,37,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes
audbs3144,Yes,270.8,49.15,Month-to-month,Electronic check,Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No
auelq1987,No,1873.7,25.05,Two year,Credit card (automatic),Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
aufpy7427,No,1008.7,19.65,Two year,Credit card (automatic),Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
aufqn2805,No,475.2,19.8,Two year,Credit card (automatic),Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
aulmz7969,Yes,2119.5,97.35,Month-to-month,Electronic check,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
auoax4829,Yes,4399.5,96.05,Month-to-month,Bank transfer (automatic),Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
auqzo4712,No,550.35,33.6,Month-to-month,Mailed check,Male,0,No,No,18,No,No phone service,DSL,Yes,No,Yes,No,No,No
aurja1299,No,1685.9,24.7,Two year,Bank transfer (automatic),Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
auuzz1088,No,4261.2,75.85,Two year,Credit card (automatic),Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes
auxbz7927,Yes,2555.9,85.15,Month-to-month,Electronic check,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No
auznk4531,No,5000.05,95.15,One year,Mailed check,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No
avcln0582,No,743.05,20.3,Two year,Mailed check,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
avipd5828,Yes,1875.55,100.95,One year,Electronic check,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
avked9677,No,4449.75,84.6,One year,Electronic check,Female,0,No,Yes,53,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
avqyl6221,Yes,131.05,73.25,Month-to-month,Credit card (automatic),Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No
avsoq3878,No,71.25,71.25,Month-to-month,Electronic check,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No
avtku3397,No,2548.55,60,Two year,Electronic check,Male,0,No,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes
avvwi9643,No,241.3,80,Month-to-month,Electronic check,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
avwcy6338,Yes,130.75,40.15,Month-to-month,Mailed check,Male,0,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No
awcxc8510,Yes,1308.1,100.8,Month-to-month,Electronic check,Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
awgeh7989,No,1838.15,39.2,Month-to-month,Electronic check,Male,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,No,No,No,Yes
awmdx7688,No,3778.2,54.5,Two year,Bank transfer (automatic),Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,No,No
awnau4730,No,2234.55,60.7,One year,Credit card (automatic),Male,0,Yes,Yes,36,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
awnqw7746,No,961.4,35.75,Month-to-month,Mailed check,Female,0,No,No,28,No,No phone service,DSL,No,No,Yes,Yes,No,No
awofc8548,No,4264.6,63.85,Month-to-month,Electronic check,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,Yes,No,Yes
awqgt9251,No,935.9,20,Two year,Mailed check,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
axepf5453,No,1336.9,80.5,Month-to-month,Bank transfer (automatic),Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
axgmp9356,No,4428.6,110.7,One year,Electronic check,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
axjjk2279,No,5088.4,95.65,Month-to-month,Credit card (automatic),Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes
axjzp8859,No,903.8,23.8,Two year,Mailed check,Male,0,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
axpuc5989,No,7990.05,118.6,Two year,Mailed check,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
axpxk4797,Yes,60,60,Month-to-month,Electronic check,Female,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No
axsdc2277,No,624.15,19.75,One year,Bank transfer (automatic),Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
axsmr9565,No,1054.75,19.2,Two year,Mailed check,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
axvkm4706,Yes,906.85,84.8,Month-to-month,Credit card (automatic),Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
axvyp4803,Yes,3734.25,99.55,Month-to-month,Electronic check,Female,1,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
axxlj0428,No,516.3,19.5,One year,Bank transfer (automatic),Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
axxyf6181,No,1859.1,24.75,Two year,Credit card (automatic),Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
axyik9076,No,6538.45,102.1,Two year,Electronic check,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
aybaa7147,No,2552.9,70.35,Month-to-month,Mailed check,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No
aybrx6323,Yes,1099.6,19.35,Two year,Mailed check,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
aycrp2589,No,989.05,19.75,One year,Bank transfer (automatic),Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ayeqh8486,No,2227.8,76.05,Month-to-month,Electronic check,Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No
ayhtc9916,No,916,19.85,Two year,Credit card (automatic),Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ayjzg9133,No,2249.1,98.7,Month-to-month,Credit card (automatic),Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
aykko2429,No,1434.1,19.85,Two year,Bank transfer (automatic),Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
aynjp7356,No,97.5,23.9,One year,Electronic check,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ayptr8849,No,2964.05,91.25,Month-to-month,Electronic check,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
azjde7129,No,2647.2,78.95,One year,Bank transfer (automatic),Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes
azmtz9257,No,1078.75,20.1,Two year,Bank transfer (automatic),Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
azndk7682,No,3091.75,89.85,Month-to-month,Electronic check,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No
azpew5349,No,125.5,25.05,Month-to-month,Mailed check,Female,0,Yes,Yes,5,No,No phone service,DSL,No,No,No,No,No,No
azphk9094,No,1415,100.15,Month-to-month,Electronic check,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
azqpb5155,No,1410.25,49.9,Month-to-month,Mailed check,Female,0,Yes,Yes,28,Yes,Yes,DSL,No,No,No,No,No,No
azuuz8216,No,4303.65,100.4,Two year,Electronic check,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
azvtj6651,Yes,4872.45,99.8,Month-to-month,Electronic check,Male,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
azyht5945,No,7854.15,109.6,One year,Electronic check,Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
azyzy8625,Yes,2542.45,104.65,Month-to-month,Electronic check,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
azzpj1976,No,256.6,34.2,Month-to-month,Mailed check,Male,0,Yes,No,7,No,No phone service,DSL,Yes,Yes,No,No,No,No
baazr7872,No,1007.9,19.55,One year,Bank transfer (automatic),Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
baerp3847,No,247,20.9,Month-to-month,Mailed check,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
bafgu8687,No,74,74,Month-to-month,Electronic check,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No
bafnw2049,No,35.9,35.9,Month-to-month,Mailed check,Female,0,No,No,1,No,No phone service,DSL,No,No,Yes,Yes,No,No
bafsj3474,No,3265.95,57.5,Two year,Bank transfer (automatic),Male,0,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
baiad7205,No,827.3,20.6,Two year,Bank transfer (automatic),Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
baicr5975,No,2188.5,63.7,One year,Credit card (automatic),Male,0,Yes,Yes,36,Yes,No,DSL,Yes,No,Yes,No,No,Yes
bailx5099,Yes,4687.9,110.75,Month-to-month,Bank transfer (automatic),Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
banwh4911,Yes,2697.4,86.55,Month-to-month,Credit card (automatic),Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
baskd2024,Yes,74.6,74.6,Month-to-month,Mailed check,Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No
baxnb3186,Yes,91.7,91.7,Month-to-month,Electronic check,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No
baygl6925,No,1275.6,25.1,Two year,Credit card (automatic),Female,1,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
bbghe4459,No,1307.8,44.5,Month-to-month,Electronic check,Male,0,No,Yes,30,No,No phone service,DSL,No,No,No,No,Yes,Yes
bbqay8316,No,3921.1,59.95,Two year,Credit card (automatic),Female,0,No,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
bbvtg1596,Yes,2636.05,75.35,Month-to-month,Credit card (automatic),Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No
bbwmu8510,No,806.95,19.75,One year,Mailed check,Female,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
bbzxk9560,No,1126.35,31.05,Two year,Bank transfer (automatic),Female,0,No,No,36,No,No phone service,DSL,Yes,No,No,No,No,No
bcasl2403,Yes,4534.9,111.95,One year,Electronic check,Male,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
bccfo1304,No,564.4,70.05,Month-to-month,Mailed check,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes
bcfeo1265,No,5662.25,80.45,Two year,Bank transfer (automatic),Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
bchkm9648,No,471.35,24.65,Two year,Credit card (automatic),Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
bchln3079,No,942.95,19.9,One year,Bank transfer (automatic),Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
bckqj2382,Yes,6413.65,100.15,One year,Electronic check,Female,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
bckqp9070,No,7881.2,110.15,Two year,Credit card (automatic),Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
bckyi3061,No,283.75,19.9,Month-to-month,Mailed check,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
bcopk0307,No,326.65,19.05,One year,Mailed check,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
bcqge2842,No,3161.4,75.35,Month-to-month,Credit card (automatic),Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No
bcshv1697,No,3970.4,66.8,Month-to-month,Bank transfer (automatic),Female,0,Yes,Yes,58,Yes,Yes,DSL,No,Yes,No,No,Yes,No
bcxec2190,No,3126.85,78.85,Month-to-month,Credit card (automatic),Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
bdaqo2719,Yes,1625.65,93.85,Month-to-month,Electronic check,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
bdeux4950,No,1701.65,49.2,Month-to-month,Electronic check,Male,0,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
bdfsg5954,No,7853.7,107.5,Two year,Credit card (automatic),Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
bdghg6718,No,2908.2,64.85,One year,Bank transfer (automatic),Female,0,Yes,No,43,Yes,Yes,DSL,No,No,No,Yes,Yes,No
bdhaw0810,No,1832.4,78.4,One year,Electronic check,Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes
bdhpy5980,No,6230.1,87.1,Two year,Bank transfer (automatic),Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
bdioa7270,Yes,1993.8,90,Month-to-month,Electronic check,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No
bdjkb0407,Yes,5742.9,95.75,Month-to-month,Electronic check,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
bdjnt5302,No,3418.2,95.5,Month-to-month,Electronic check,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No
bdnnc9494,No,6273.4,95.3,One year,Electronic check,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
bdnsn2100,Yes,350.3,67.95,Month-to-month,Bank transfer (automatic),Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No
bdoqc3070,No,5941.05,99.65,Two year,Electronic check,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
bdpee7764,No,60.65,20.85,Month-to-month,Mailed check,Male,0,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
bdpxa6077,No,194.2,70.15,Month-to-month,Electronic check,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No
bdsoa3594,No,482.8,20.4,One year,Credit card (automatic),Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
bdtwg7110,No,3263.6,47.05,Two year,Electronic check,Female,0,Yes,No,71,No,No phone service,DSL,No,No,Yes,Yes,No,Yes
bdvdb3716,Yes,69.1,69.1,Month-to-month,Electronic check,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No
bdvfh1867,Yes,834.2,74.35,Month-to-month,Electronic check,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No
bdwcy5850,No,123.65,20.2,Month-to-month,Mailed check,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
bdwdc7605,No,1520.1,49.85,Two year,Bank transfer (automatic),Female,0,No,No,31,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes
bdxbd4503,Yes,815.5,74.95,Month-to-month,Electronic check,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No
becsi8022,No,422.5,19.6,One year,Mailed check,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
beggb2446,Yes,560.6,98.25,Month-to-month,Electronic check,Female,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
begsg4723,No,6094.25,86.65,Two year,Credit card (automatic),Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
behzk5985,No,7578.05,105,One year,Credit card (automatic),Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
bekzm1568,No,6333.4,90.05,Two year,Credit card (automatic),Male,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
belxa5959,Yes,3019.25,96.15,Month-to-month,Credit card (automatic),Male,1,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
bemcv9824,Yes,1149.65,69,Month-to-month,Electronic check,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,No
bemng0447,Yes,2145,45.3,Month-to-month,Bank transfer (automatic),Female,0,Yes,No,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes
benea9609,No,2441.7,69,One year,Electronic check,Male,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
benqf7105,No,950.75,64.85,One year,Mailed check,Male,0,No,Yes,15,Yes,No,DSL,Yes,No,Yes,No,No,Yes
bepci7921,No,4265,59.75,Two year,Bank transfer (automatic),Female,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,No,No
beqeu5835,Yes,228.4,76.95,Month-to-month,Electronic check,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No
besbm6244,No,6671.7,95.2,Two year,Credit card (automatic),Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
besnz9821,No,6860.6,104.25,One year,Electronic check,Male,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
betpv5562,No,19.65,19.65,One year,Mailed check,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
beutg7876,No,720.1,48.8,Month-to-month,Mailed check,Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No
bexhz3022,No,7530.8,111.2,Two year,Bank transfer (automatic),Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
bezqb7526,Yes,1148.1,96.05,Month-to-month,Electronic check,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
bfbgr3723,No,1291.3,54.8,Month-to-month,Credit card (automatic),Male,1,No,No,24,Yes,Yes,DSL,No,Yes,No,No,No,No
bfcqt9838,No,1851.45,26.1,Two year,Mailed check,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
bfcyd5296,No,936.85,20.1,Two year,Mailed check,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
